0.76674,0.93228,1,1
0.76674,0.9406,1,1
0.76674,0.94896,1,1
0.76674,0.95737,1,1
0.76674,0.96581,1,1
0.77423,0.96581,1,1
0.78931,0.95737,1,1
0.80456,0.95737,1,1
0.81224,0.95737,1,1
0.81996,0.95737,1,1
0.82773,0.95737,1,1
0.82773,0.96581,1,1
0.82773,0.9743,1,1
0.83553,0.98283,1,1
0.84337,0.98283,1,1
0.88318,0.94896,1,1
0.89126,0.94896,1,1
0.89126,0.96581,1,1
0.89938,0.96581,1,1
0.90755,0.96581,1,1
0.91575,0.96581,1,1
0.92399,0.96581,1,1
0.93228,0.9743,1,1
0.9406,0.9743,1,1
0.94896,0.9743,1,1
0.95737,0.98283,1,1
0.96581,0.98283,1,1
0.9743,0.98283,1,1
0.98283,0.99139,1,1
0.99139,1,1,1
1,1,1,0
1,1,0.99139,1
0.99139,0.98283,0.96581,1
1,1,0.9743,1
0.9743,1,0.99139,1
0.9743,1,0.99139,1
0.9743,1,0.98283,1
0.9743,1,0.9743,1
0.9743,1,0.96581,1
0.98283,1,0.96581,1
0.98283,1,0.95737,1
0.98283,1,0.94896,1
0.98283,1,0.9406,1
0.98283,1,0.93228,1
0.98283,1,0.92399,1
0.98283,1,0.91575,1
0.98283,1,0.90755,1
0.98283,1,0.89938,1
0.98283,1,0.89126,1
0.98283,1,0.88318,1
0.96581,1,0.87514,1
0.96581,1,0.85917,1
0.96581,1,0.85125,1
0.96581,1,0.84337,1
0.95737,1,0.82773,1
0.95737,1,0.81996,1
0.94896,1,0.80456,1
0.9406,1,0.78931,1
0.9406,1,0.78175,1
0.92399,1,0.7593,1
0.90755,1,0.7372,1

